epoch,loss,r2_2,val_loss,val_r2_2
0,0.7928220730779749,0.20396166,0.6926245804886971,0.2831734
1,0.6263223973986327,0.36767626,0.5183607758310312,0.4862083
2,0.3196825863764774,0.6811663,0.1190660882454652,0.88724035
3,0.07487432098961824,0.92436844,0.05028549674626335,0.9455173
4,0.03242486012197199,0.9675507,0.020943609893343755,0.9797194
5,0.015963041513890212,0.9838488,0.01670901344439782,0.9843247
6,0.017042999800364167,0.9826416,0.014618514023155352,0.9837121
7,0.010818100346502723,0.98905474,0.009419758281803817,0.9907735
8,0.007830812243862123,0.99211955,0.005671429863614923,0.9943341
9,0.007576552451196992,0.99233776,0.0075713959589424635,0.99289566
10,0.006804669847722501,0.9931366,0.0054440356318556865,0.9940207
11,0.005316751077997908,0.99459743,0.009752427971402243,0.9869649
12,0.006556691762189914,0.99343485,0.004509437152754947,0.99380714
13,0.013712735898784682,0.986036,0.06999886684489691,0.92147183
14,0.013158331560636026,0.98703337,0.0036855370859128532,0.99523175
15,0.003711495216981721,0.99624354,0.014124249800959894,0.98640823
16,0.005472366513874838,0.99447644,0.004256404574711997,0.99596936
17,0.002754797693467927,0.9971982,0.0027809383290046293,0.99735737
18,0.002819706505471334,0.99714214,0.005437300813918482,0.9943394
19,0.003036149845564119,0.9969032,0.0058737487782485704,0.994293
20,0.009708981186933443,0.9901604,0.005027083032551388,0.99460155
21,0.004467940510018616,0.99548423,0.002820928294044768,0.9971144
22,0.005472862388216179,0.994501,0.00876019691038213,0.99158794
23,0.005069029605011578,0.99491435,0.007545977932452691,0.9856561
24,0.00857685682642676,0.9912839,0.0078089402584103325,0.9894051
25,0.0031887276459249504,0.99678195,0.002000224257174593,0.99801415
26,0.004030284811413857,0.9959367,0.002340091102436446,0.997591
27,0.005795557527307371,0.99391615,0.02622198349476122,0.9563596
28,0.013003454047104322,0.9870253,0.0023582822859954697,0.9974307
29,0.002703807999486744,0.99727744,0.0015849546114927722,0.9982624
30,0.0031042900259012278,0.996831,0.0076761764656487555,0.99187905
31,0.005398575820820797,0.994594,0.004271970508201184,0.9954597
32,0.001969498006877869,0.99798304,0.004378426860960812,0.99502015
33,0.004411271004742356,0.99558175,0.003519601792100719,0.9957157
34,0.011143372999844291,0.9888012,0.0034949627125448936,0.99499106
35,0.002017653096895005,0.9979659,0.005947418443807841,0.9936286
36,0.004078624925884996,0.9958524,0.0021961093279456007,0.99763966
37,0.0014315276429629467,0.99855345,0.0023727140108489786,0.99754345
38,0.0077193499906283315,0.99209595,0.002510842348484299,0.99697196
39,0.002575717042564282,0.99737704,0.01928099360862908,0.97999
40,0.01016999180036959,0.9896193,0.02058550231557742,0.9783468
41,0.004867137100598942,0.99513495,0.002016574729443913,0.995988
42,0.0020879778439924224,0.9979083,0.001315650746213615,0.99866796
43,0.0027122422932121426,0.99721944,0.010180390118000105,0.9903539
44,0.006924148480926079,0.99304515,0.003494457392400165,0.9967343
45,0.0015432921718893694,0.9984546,0.0023327846831153304,0.99779236
46,0.0029141025087567668,0.99704176,0.007683822131686696,0.9929481
47,0.006983613884915346,0.99295986,0.007598084786647483,0.9900821
48,0.002390648181554487,0.9976075,0.005107474590433143,0.9685737
49,0.0014439629386994088,0.99853754,0.0010238978104652725,0.9990154
50,0.002125143955484605,0.9978359,0.0025308205727524076,0.9975305
51,0.005424213729252646,0.99450505,0.004043911747179179,0.9961943
52,0.0033113590121336737,0.9966482,0.004786679110858868,0.99451184
53,0.006413671572223882,0.99351263,0.01549384017006114,0.9851303
54,0.0046516790994185295,0.9953194,0.0012380073743418019,0.9987973
55,0.026263047527236683,0.97290695,0.035695705117572536,0.9626255
56,0.008632113828762363,0.9913774,0.0015835709459064012,0.9983188
57,0.0025927714267715385,0.9973962,0.0019567816269660176,0.9981221
58,0.001245458165798583,0.998749,0.0011154676890934743,0.9989481
59,0.001544324014537905,0.9984532,0.0015196720138022145,0.9985396
60,0.0010373706080281213,0.9989508,0.0013082457163136275,0.9987512
61,0.001622181278629511,0.99836075,0.0032549502088633,0.99513763
62,0.004653692516415892,0.9952105,0.01788990154586725,0.98084235
63,0.006248010123981889,0.9936793,0.002460079266657525,0.99768895
64,0.0017077181252044059,0.99827087,0.0014700400018182647,0.9986001
65,0.001919587868980485,0.99804115,0.0011703828477800371,0.9985446
66,0.0016239314883620389,0.99836606,0.001134229203216376,0.9985074
67,0.006075891304499433,0.9939638,0.00211370576513358,0.99802464
68,0.001434882343181177,0.9985522,0.0030430198066478853,0.99710995
69,0.0011965480518554032,0.9987958,0.0017254867637665995,0.99838
