y,U_ML_0,U_ML_1,U_ML_2,U_RNG_0,U_RNG_1,U_RNG_2
0.0273361,42.0027,-0.993993,1.67746e-18,42.0534,-1.28288,5.6339e-19
0.0288025,42.2083,-1.00102,-4.37233e-19,42.5159,-1.28604,-1.28883e-19
0.030369,42.404,-1.00673,-1.58378e-18,42.9588,-1.28649,-5.02089e-19
0.0320431,42.5875,-1.01094,9.99505e-19,43.3751,-1.28399,2.96258e-19
0.033833,42.757,-1.01339,-3.15569e-19,43.7586,-1.27823,-5.73931e-20
0.0357475,42.9107,-1.01384,-5.65621e-19,44.1034,-1.26902,-1.65559e-19
0.0377646,43.0477,-1.01212,8.90507e-19,44.4045,-1.25632,2.13863e-19
0.0399122,43.1676,-1.00809,-7.24279e-19,44.6595,-1.24015,-1.34986e-19
0.0422027,43.2714,-1.00164,-4.64745e-19,44.8691,-1.22051,-7.8015e-20
0.0446494,43.3603,-0.992583,4.56649e-19,45.0352,-1.19746,9.65866e-20
0.0472662,43.4361,-0.980734,-2.03856e-19,45.1619,-1.17113,-3.81931e-21
0.0500679,43.501,-0.965886,6.04888e-19,45.2557,-1.14163,6.14017e-20
0.05307,43.5577,-0.947834,6.42418e-19,45.3244,-1.10902,2.71011e-20
0.0562894,43.6083,-0.926279,-3.77385e-19,45.3761,-1.07319,-2.93929e-20
0.0597436,43.6547,-0.900947,1.85923e-19,45.4174,-1.03391,-3.19018e-20
0.0634517,43.6963,-0.871177,1.19011e-19,45.451,-0.99039,-2.38626e-20
0.0674339,43.7267,-0.836263,-3.35199e-19,45.4703,-0.941794,3.6931e-20
0.0717118,43.7262,-0.794091,-1.16736e-19,45.4516,-0.885374,2.02426e-20
0.0763087,43.6474,-0.743012,-4.02078e-21,45.3328,-0.818837,8.5347e-22
0.0812495,43.3828,-0.67513,-7.04205e-21,44.9702,-0.731592,2.24514e-20
0.0865609,42.7404,-0.589538,-3.29818e-20,44.1001,-0.622257,2.5694e-20
0.0922714,41.5377,-0.498016,8.08762e-20,42.475,-0.507045,-6.71752e-20
0.0960782,40.1094,-0.419116,5.24902e-20,40.5794,-0.410563,-3.73955e-20
0.0992295,38.695,-0.354621,7.0608e-21,38.7696,-0.334874,-5.77104e-22
0.101838,37.2745,-0.2984,-2.53773e-20,37.0138,-0.270994,1.77599e-20
0.103998,35.8653,-0.249086,-3.42394e-20,35.3247,-0.216211,2.57987e-20
0.105786,34.4694,-0.206613,2.00821e-20,33.707,-0.170115,-2.10342e-20
0.107266,33.0912,-0.170493,2.13615e-20,32.1647,-0.131789,-1.06987e-20
0.108492,31.7406,-0.140424,-3.87448e-20,30.7012,-0.10066,3.631e-20
0.109506,30.4264,-0.115845,-5.21168e-20,29.3179,-0.075934,4.14491e-20
0.110346,29.1533,-0.0960692,-9.55205e-21,28.0128,-0.0567133,1.29837e-20
0.111042,27.9216,-0.0803377,1.19164e-21,26.7808,-0.0420499,-1.10225e-21
0.111618,26.732,-0.0678588,4.37038e-21,25.6144,-0.031034,-9.46874e-21
0.112095,25.5882,-0.0579154,-9.90334e-21,24.5046,-0.0228557,1.03746e-20
0.11249,24.4868,-0.0498424,1.99962e-20,23.4419,-0.0168341,-1.37913e-20
0.112817,23.413,-0.0430592,2.70564e-21,22.4166,-0.012422,-5.56878e-21
0.113087,22.3496,-0.0371694,-4.73682e-21,21.4196,-0.00919444,3.1652e-21
0.113312,21.2835,-0.0319329,8.07262e-21,20.4421,-0.00683011,-5.47668e-21
0.113497,20.205,-0.0271959,-1.38363e-21,19.4757,-0.00509102,8.89364e-22
0.113651,19.1054,-0.0228524,5.5741e-23,18.5124,-0.00380371,-2.83709e-23
0.113779,17.9756,-0.018834,-6.31448e-21,17.5439,-0.0028432,5.65134e-21
0.113884,16.8038,-0.0151068,2.39513e-21,16.5612,-0.00212017,-2.0477e-21
0.113971,15.5769,-0.0116598,8.10702e-21,15.5541,-0.0015711,-6.76922e-21
0.114044,14.2842,-0.00850505,8.96533e-22,14.5093,-0.00115094,-3.21213e-22
0.114104,12.9195,-0.00568369,-6.39622e-22,13.4084,-0.000827626,4.90647e-22
0.114154,11.4734,-0.00325657,-4.38022e-21,12.2238,-0.000578443,3.52087e-21
0.114195,9.92337,-0.00129486,-8.92155e-23,10.9084,-0.000387854,1.58123e-22
0.114229,8.23218,0.000107539,2.25075e-21,9.36981,-0.000246153,-2.33811e-21
0.114257,6.34907,0.000787375,9.14462e-22,7.38161,-0.000142211,-8.8959e-22
0.114281,4.09416,0.000494832,-9.05086e-22,4.39276,-6.69221e-05,1.10174e-21
0.1143,0,0,0,0,0,0
