y,U_ML_0,U_ML_1,U_ML_2,U_RNG_0,U_RNG_1,U_RNG_2
0.0127,35.05,-5.04232,-9.49778e-21,28.4005,-3.50183,-1.3506e-20
0.0129587,35.8683,-5.05078,9.74932e-21,29.382,-3.52836,1.3977e-20
0.0132347,36.6135,-5.0522,4.5682e-21,30.3157,-3.54992,6.44252e-21
0.0135296,37.3107,-5.04674,-4.6452e-20,31.2289,-3.56717,-7.01272e-20
0.0138449,37.9521,-5.03426,5.65749e-20,32.1079,-3.57965,8.5919e-20
0.0141825,38.5354,-5.01486,-1.06507e-19,32.9413,-3.58708,-1.65352e-19
0.0145445,39.0625,-4.98869,-1.28771e-19,33.7211,-3.58945,-1.97856e-19
0.0149331,39.5373,-4.95593,4.13631e-20,34.445,-3.58697,6.01414e-20
0.0153511,39.9661,-4.91691,6.37116e-20,35.1164,-3.58002,9.84731e-20
0.0158015,40.3574,-4.87196,-2.73635e-20,35.7435,-3.569,-4.11755e-20
0.0162878,40.7204,-4.8213,-5.87184e-21,36.3368,-3.55428,-1.01606e-20
0.016814,41.0634,-4.76508,5.64478e-20,36.9079,-3.53609,9.11559e-20
0.0173849,41.3926,-4.70301,1.96942e-19,37.4676,-3.51462,3.0906e-19
0.018006,41.7162,-4.63355,1.57524e-19,38.0329,-3.48953,2.50595e-19
0.0187638,42.0477,-4.55351,-9.15015e-20,38.631,-3.45919,-1.40813e-19
0.0196001,42.3866,-4.46321,-6.78357e-20,39.263,-3.42294,-1.11417e-19
0.0205255,42.7233,-4.36466,-3.37167e-19,39.9157,-3.38125,-5.36222e-19
0.0215519,43.0576,-4.25756,-1.39272e-19,40.5901,-3.33382,-2.25607e-19
0.0226935,43.3886,-4.14166,2.82779e-19,41.2866,-3.28013,4.50158e-19
0.023967,43.7149,-4.01658,1.13687e-19,42.0041,-3.21954,1.81267e-19
0.0253917,44.0346,-3.88189,-4.53583e-20,42.7399,-3.15116,-7.51033e-20
0.0269906,44.3446,-3.7372,7.02534e-20,43.4884,-3.07379,1.18097e-19
0.0287908,44.6407,-3.58211,-9.12884e-20,44.2397,-2.98583,-1.49114e-19
0.0308242,44.9165,-3.41609,-4.61493e-20,44.9775,-2.88519,-7.75098e-20
0.033129,45.1629,-3.23847,9.24579e-20,45.6767,-2.76929,1.51195e-19
0.0357502,45.3683,-3.04892,-4.6396e-20,46.301,-2.63552,-7.84829e-20
0.0387416,45.5204,-2.84778,3.82666e-20,46.8052,-2.48223,6.19195e-20
0.042167,45.6095,-2.63678,6.62782e-21,47.1457,-2.31108,1.19083e-20
0.0461029,45.6365,-2.41819,-6.63722e-20,47.3051,-2.12793,-1.10438e-19
0.0506405,45.6188,-2.19657,-2.52887e-22,47.3232,-1.94382,-1.76859e-21
0.0558892,45.5794,-1.97799,2.45753e-20,47.2803,-1.76475,4.21934e-20
0.061146,45.5384,-1.77642,1.18126e-20,47.2324,-1.59796,2.0599e-20
0.0665609,45.5027,-1.59183,-4.88478e-21,47.1895,-1.44295,-8.97483e-21
0.0721458,45.4627,-1.41837,4.55533e-21,47.1415,-1.29561,8.32643e-21
0.0779136,45.3806,-1.25202,5.01357e-21,47.0414,-1.15147,9.19906e-21
0.0839163,45.0878,-1.08442,-2.20624e-23,46.6619,-1.00081,1.20871e-22
0.0895906,44.3248,-0.917175,-7.22523e-21,45.6208,-0.839597,-1.37064e-20
0.0938129,43.1529,-0.772055,-4.64189e-21,43.996,-0.694405,-8.59249e-21
0.0973169,41.837,-0.656325,1.4497e-20,42.208,-0.581221,2.77937e-20
0.100225,40.5178,-0.559592,-1.75875e-21,40.4808,-0.487758,-3.50159e-21
0.102638,39.2164,-0.47615,-2.11748e-20,38.8265,-0.407952,-4.12086e-20
0.10464,37.9374,-0.404494,6.26795e-21,37.2429,-0.340785,1.23955e-20
0.106302,36.6708,-0.341881,1.56671e-20,35.723,-0.283237,3.06647e-20
0.107682,35.4132,-0.287111,-4.85431e-21,34.2599,-0.234291,-9.5911e-21
0.108826,34.1674,-0.239154,5.91773e-22,32.8483,-0.192549,1.16083e-21
0.109776,32.9284,-0.197239,-6.7422e-22,31.4844,-0.157189,-1.33047e-21
0.110564,31.691,-0.160702,6.72919e-22,30.1656,-0.127404,1.407e-21
0.111219,30.4532,-0.129074,-8.27378e-22,28.8893,-0.102519,-1.60427e-21
0.111762,29.2161,-0.101922,-5.47426e-21,27.6528,-0.0819025,-1.07999e-20
0.112212,27.986,-0.0789091,0,26.4529,-0.0649679,0
0.112586,26.7694,-0.0597873,0,25.2854,-0.0511715,0
0.112897,25.5641,-0.0442759,6.94635e-21,24.1455,-0.0400175,1.3379e-20
0.113154,24.3575,-0.031991,-7.85171e-22,23.0277,-0.0310635,-1.29147e-21
0.113368,23.1391,-0.0225451,-4.89733e-21,21.9258,-0.0239218,-9.3737e-21
0.113545,21.9008,-0.0155248,2.83415e-21,20.8329,-0.0182599,5.29537e-21
0.113693,20.6301,-0.0104654,-3.47488e-21,19.7409,-0.0137969,-6.14335e-21
0.113815,19.3121,-0.00693734,-3.47243e-21,18.6405,-0.0102986,-6.14376e-21
0.113916,17.932,-0.00458819,3.1929e-21,17.5205,-0.00757272,5.31893e-21
0.114,16.4762,-0.00312153,-3.60651e-22,16.3662,-0.00546257,-4.60812e-22
0.11407,14.9285,-0.00227526,-2.89796e-21,15.1574,-0.00384169,-4.72526e-21
0.114128,13.263,-0.00181535,-2.36219e-21,13.8635,-0.00260915,-3.76705e-21
0.114177,11.4481,-0.00154396,8.4437e-22,12.4341,-0.00168618,1.60496e-21
0.114216,9.46228,-0.00130776,1.93023e-21,10.7719,-0.0010139,2.75846e-21
0.11425,7.29985,-0.000994898,-1.91893e-21,8.6401,-0.000537828,-3.65266e-21
0.114277,4.7983,-0.000501939,7.17975e-22,5.34108,-0.000222481,1.70058e-21
0.1143,0,0,0,0,0,0
