y,U_ML_0,U_ML_1,U_ML_2,U_RNG_0,U_RNG_1,U_RNG_2
0.0165559,41.4324,-1.422,3.37195e-21,35.7894,-1.10102,3.9874e-21
0.0172308,42.0967,-1.44892,-4.13024e-19,36.6984,-1.13835,-4.99666e-19
0.0180222,42.7356,-1.47421,-3.79842e-19,37.6357,-1.17667,-4.61752e-19
0.0189526,43.3485,-1.49773,8.6621e-19,38.6066,-1.21588,1.03485e-18
0.0200493,43.9332,-1.51946,3.67676e-19,39.6161,-1.2558,4.44784e-19
0.0213448,44.4884,-1.53909,-4.93175e-19,40.6694,-1.29594,-5.85728e-19
0.0228785,45.0139,-1.55582,0,41.7715,-1.33543,0
0.0246978,45.5091,-1.56822,-1.38604e-19,42.926,-1.37258,-1.65569e-19
0.0268599,45.9721,-1.57427,-5.71535e-21,44.1317,-1.40471,-9.29926e-21
0.0294337,46.3959,-1.57043,2.17847e-19,45.3741,-1.42553,2.57619e-19
0.0325023,46.7601,-1.55199,-7.82066e-20,46.602,-1.42669,-9.16604e-20
0.0361662,47.0172,-1.511,-3.04942e-20,47.676,-1.38621,-3.47947e-20
0.0405466,47.0905,-1.44512,4.12986e-20,48.3121,-1.2981,4.75907e-20
0.0457897,46.9815,-1.36753,-8.41827e-20,48.4143,-1.21139,-1.02484e-19
0.0520723,46.803,-1.28255,3.40182e-20,48.279,-1.14078,4.15558e-20
0.058149,46.6436,-1.19115,2.3615e-20,48.146,-1.0657,2.98738e-20
0.0642652,46.5111,-1.09712,1.6512e-23,48.034,-0.986715,2.34504e-23
0.070424,46.3984,-1.00184,-1.28156e-21,47.9377,-0.906051,-1.64053e-21
0.0766284,46.2941,-0.906046,2.39813e-23,47.8452,-0.823577,3.17284e-23
0.0829487,46.1137,-0.808647,-9.92983e-22,47.6496,-0.737626,-1.36995e-21
0.0883767,45.5892,-0.705575,-1.0106e-20,46.9572,-0.637398,-1.45605e-20
0.0927677,44.5632,-0.60383,1.72039e-21,45.5227,-0.531823,2.63162e-21
0.0964184,43.2827,-0.518619,1.22436e-20,43.7545,-0.446745,1.78346e-20
0.0994537,41.9934,-0.447997,-1.76771e-22,42.0381,-0.377277,-2.71523e-22
0.101977,40.7311,-0.387124,-9.83647e-22,40.3968,-0.317081,-1.47682e-21
0.104075,39.5016,-0.335158,-5.85689e-21,38.8318,-0.266905,-8.91107e-21
0.10582,38.2972,-0.289831,1.46792e-20,37.3356,-0.223719,2.25093e-20
0.10727,37.1094,-0.250062,4.27039e-21,35.899,-0.187066,6.3308e-21
0.108476,35.9343,-0.214951,-1.61679e-20,34.5137,-0.155659,-2.49401e-20
0.109478,34.768,-0.184104,-6.37411e-21,33.1725,-0.128878,-9.84454e-21
0.110312,33.6095,-0.157167,1.13263e-21,31.8701,-0.106072,1.84822e-21
0.111005,32.4559,-0.133684,1.635e-20,30.602,-0.0867474,2.54547e-20
0.111581,31.3005,-0.113061,-1.47188e-21,29.3642,-0.0704669,-2.26841e-21
0.11206,30.1422,-0.0948187,-1.10168e-20,28.1532,-0.0568424,-1.715e-20
0.112458,28.9839,-0.0786845,-6.58987e-21,26.9652,-0.0455204,-1.02535e-20
0.11279,27.8227,-0.0645252,1.62052e-21,25.7962,-0.0361782,2.48367e-21
0.113065,26.646,-0.0522144,-1.9389e-21,24.6417,-0.0285223,-2.81752e-21
0.113294,25.4401,-0.0416539,5.18687e-21,23.4965,-0.0222903,7.53325e-21
0.113484,24.1964,-0.0327591,1.00703e-20,22.3544,-0.0172506,1.52641e-20
0.113643,22.908,-0.0254217,1.18253e-21,21.2084,-0.0132021,1.56473e-21
0.113774,21.5662,-0.0194955,-6.94342e-21,20.0498,-0.00997205,-9.57324e-21
0.113884,20.1574,-0.0147773,-6.07355e-21,18.8675,-0.00741386,-8.77649e-21
0.113975,18.6626,-0.0110442,3.18598e-21,17.6471,-0.00540412,4.46847e-21
0.11405,17.0604,-0.00810039,3.3829e-21,16.3677,-0.00383983,4.40941e-21
0.114113,15.3247,-0.00578506,6.20235e-21,14.9982,-0.00263604,8.19964e-21
0.114165,13.4169,-0.00397519,-1.84618e-21,13.4864,-0.00172438,-2.48196e-21
0.114209,11.285,-0.00256359,-1.24176e-21,11.7325,-0.00105243,-1.6825e-21
0.114245,8.85204,-0.00147824,-2.84965e-21,9.49508,-0.000573589,-5.05306e-21
0.114275,5.84349,-0.00066628,-1.4977e-21,5.99478,-0.000250503,-2.64087e-21
0.1143,0,0,0,0,0,0
