y,U_ML_0,U_ML_1,U_ML_2,U_KO_0,U_KO_1,U_KO_2
0.0038084,7.1301,-1.58645,3.55413e-21,6.17244,-1.42147,-1.88248e-20
0.00416715,8.00838,-1.73126,-6.04617e-21,6.97876,-1.552,1.6941e-20
0.00453208,8.95396,-1.87629,-1.23949e-20,7.84706,-1.68304,2.86211e-20
0.00490948,9.98967,-2.02338,7.70771e-21,8.79611,-1.816,-1.56135e-20
0.00530563,11.1447,-2.1738,9.48008e-22,9.85488,-1.95188,5.92327e-21
0.00572698,12.4547,-2.32838,1.0423e-20,11.0653,-2.09211,-4.24272e-20
0.00618017,13.9572,-2.48748,-4.0531e-21,12.4678,-2.23708,1.78267e-20
0.00667222,15.6224,-2.64521,-7.91231e-21,14.0348,-2.38145,1.18911e-20
0.0071306,17.3399,-2.79164,4.55206e-21,15.6636,-2.51687,-1.6986e-20
0.00758188,19.0583,-2.925,-1.0661e-21,17.3055,-2.64171,2.04609e-20
0.00802708,20.774,-3.04723,-1.48986e-21,18.9597,-2.75771,5.71296e-21
0.00846704,22.4629,-3.15811,2.31229e-21,20.6068,-2.86472,-1.2613e-20
0.00890252,24.106,-3.25774,3.29717e-21,22.2287,-2.96268,-1.90157e-20
0.00933414,25.686,-3.34654,-2.63788e-23,23.8072,-3.05162,5.27956e-23
0.00976245,27.185,-3.42509,-3.22063e-21,25.3253,-3.13165,4.38827e-21
0.0101879,28.5889,-3.49378,0,26.7679,-3.20287,0
0.0106109,29.8912,-3.55284,0,28.1231,-3.26536,0
0.0110319,31.0922,-3.60237,1.05678e-21,29.384,-3.31923,2.82875e-21
0.011451,32.1949,-3.64241,-9.56826e-22,30.5496,-3.36468,-4.5333e-21
0.0118686,33.2035,-3.67314,-1.05518e-21,31.6236,-3.40183,-2.8023e-21
0.0122849,34.1187,-3.69485,9.586e-22,32.6115,-3.43054,4.55997e-21
0.0127,34.9273,-3.70806,-3.85966e-22,33.5018,-3.45062,-8.38101e-22
0.0130748,35.6191,-3.71428,1.02086e-21,34.2786,-3.4629,3.70329e-21
0.0134728,36.2238,-3.71529,5.99887e-21,34.9672,-3.46913,1.69302e-20
0.0138957,36.7709,-3.71189,3.54742e-21,35.5926,-3.4705,7.86618e-21
0.0143452,37.2662,-3.70448,-1.28344e-20,36.1573,-3.46772,-3.07591e-20
0.0148233,37.7177,-3.69346,-4.58471e-21,36.6728,-3.46173,-1.13347e-20
0.0153318,38.1346,-3.67927,3.02728e-22,37.1542,-3.45331,-8.02586e-22
0.0158732,38.5265,-3.66215,-3.00839e-22,37.6146,-3.44285,-6.38245e-22
0.0164499,38.9018,-3.64216,6.60683e-21,38.0642,-3.43032,1.50786e-20
0.0170647,39.2669,-3.61913,-8.01404e-21,38.5098,-3.41555,-1.29325e-20
0.0177206,39.6254,-3.59288,-3.63687e-20,38.9549,-3.3983,-6.45334e-20
0.018421,39.979,-3.56324,-2.18308e-20,39.4008,-3.37824,-3.59994e-20
0.0191698,40.3277,-3.52985,2.47965e-20,39.8461,-3.35509,4.61576e-20
0.0199712,40.6738,-3.49184,2.35005e-20,40.2924,-3.32823,3.9147e-20
0.0209503,41.0323,-3.44641,3.12762e-20,40.7606,-3.29494,4.67756e-20
0.0220143,41.3993,-3.3928,2.91319e-20,41.2471,-3.25379,4.0979e-20
0.0231718,41.7548,-3.33216,-2.36421e-20,41.7252,-3.20532,-3.40626e-20
0.0244326,42.0917,-3.26405,-2.4209e-20,42.1843,-3.14908,-3.43562e-20
0.0258078,42.4045,-3.18811,4.51687e-21,42.6148,-3.08442,4.42488e-21
0.0273099,42.6889,-3.10387,4.56557e-23,43.0077,-3.01067,1.40628e-23
0.0289533,42.9403,-3.01111,4.41801e-20,43.3551,-2.92734,5.71755e-20
0.0307544,43.155,-2.90982,-4.26121e-20,43.6502,-2.83428,-5.31556e-20
0.0327322,43.3317,-2.80016,-1.72983e-21,43.8893,-2.73172,-4.19897e-21
0.0349085,43.4718,-2.68252,7.66056e-20,44.0726,-2.62034,9.51857e-20
0.0373085,43.5795,-2.55749,-3.72263e-20,44.2053,-2.50116,-4.61046e-20
0.0399613,43.6614,-2.42575,-2.81536e-20,44.2972,-2.37532,-3.46336e-20
0.0429011,43.7252,-2.28767,-1.54331e-21,44.361,-2.24359,-1.45429e-21
0.0461675,43.7779,-2.14349,2.45281e-20,44.4092,-2.10634,2.88007e-20
0.0498071,43.8239,-1.99234,-2.8139e-20,44.4494,-1.96265,-3.26421e-20
0.0538744,43.8632,-1.83449,-2.57858e-20,44.4834,-1.81261,-3.02179e-20
0.0584337,43.8943,-1.67193,1.4089e-20,44.5098,-1.65814,1.64554e-20
0.0631441,43.9194,-1.51205,-7.27465e-22,44.531,-1.50627,-8.31583e-22
0.0680914,43.9411,-1.35589,1.37543e-20,44.5494,-1.35802,1.57447e-20
0.0732937,43.9585,-1.20131,6.54433e-21,44.5641,-1.21142,7.40662e-21
0.0787704,43.9691,-1.04795,3.48512e-21,44.5716,-1.06608,3.94466e-21
0.0845614,43.9516,-0.894641,-4.58629e-21,44.545,-0.920662,-5.19893e-21
0.0903998,43.823,-0.750927,-1.92188e-20,44.379,-0.783172,-2.17597e-20
0.0945097,43.4181,-0.629127,4.81183e-21,43.869,-0.663476,5.56564e-21
0.0979158,42.5784,-0.520959,1.08423e-20,42.82,-0.553649,1.22701e-20
0.100739,41.4116,-0.428392,-3.2255e-21,41.3536,-0.457834,-3.64306e-21
0.103078,40.2052,-0.354014,-1.62473e-21,39.8094,-0.380174,-1.94119e-21
0.105017,39.1184,-0.293026,-2.15401e-21,38.3861,-0.316495,-2.45392e-21
0.106624,38.1624,-0.242221,3.51809e-21,37.1056,-0.263372,4.07266e-21
0.107956,37.3075,-0.199609,-1.40095e-21,35.9338,-0.218723,-1.61229e-21
0.10906,36.5214,-0.163602,1.17547e-20,34.8364,-0.180984,1.39502e-20
0.109974,35.7762,-0.133191,2.13329e-20,33.7882,-0.14905,2.54101e-20
0.110733,35.0516,-0.107442,-2.31352e-21,32.7717,-0.122069,-2.75643e-21
0.111361,34.335,-0.0855399,-1.39327e-20,31.7749,-0.0993703,-1.66172e-20
0.111882,33.6186,-0.0668591,-9.88001e-21,30.7905,-0.0803786,-1.16981e-20
0.112314,32.8917,-0.0509655,-2.47695e-21,29.814,-0.0645826,-3.08811e-21
0.112671,32.1329,-0.0374282,1.07476e-20,28.8411,-0.051523,1.24594e-20
0.112968,31.3179,-0.025914,-2.85753e-21,27.8671,-0.0407973,-2.94761e-21
0.113214,30.4214,-0.0162207,3.83803e-21,26.8856,-0.0320472,3.61434e-21
0.113417,29.4061,-0.00820193,1.6196e-20,25.8883,-0.024955,1.63527e-20
0.113586,28.2164,-0.00175364,4.11957e-21,24.8642,-0.0192415,4.17752e-21
0.113726,26.7942,0.00329658,-9.02297e-21,23.7982,-0.0146654,-7.50133e-21
0.113842,25.1118,0.00729498,-6.85288e-21,22.6693,-0.0110207,-5.681e-21
0.113938,23.1739,0.0106702,5.3485e-21,21.4478,-0.00813406,3.92769e-21
0.114018,20.9717,0.0135916,-1.93004e-20,20.0885,-0.00586267,-1.35393e-20
0.114084,18.4644,0.0154755,-9.19627e-21,18.5199,-0.00409137,-6.54904e-21
0.114139,15.5599,0.014645,9.98493e-21,16.6173,-0.00272675,6.99332e-21
0.114184,12.115,0.0109536,1.35135e-20,14.1698,-0.00167175,1.03868e-20
0.114222,8.38759,0.0060448,1.88446e-20,10.9343,-0.000868887,1.42516e-20
0.114253,5.03646,0.0021867,-2.9641e-21,7.07888,-0.000330211,-3.21598e-21
0.114279,2.31387,0.000486722,-1.1686e-21,3.31972,-6.56197e-05,-1.16958e-21
0.1143,0,0,0,0,0,0
