y,U_ML_0,U_ML_1,U_ML_2,U_KO_0,U_KO_1,U_KO_2
0.0422027,42.4176,-1.14456,-1.16159e-19,43.0553,-1.1856,-3.02528e-20
0.0446494,42.4726,-1.12124,1.33301e-19,43.1131,-1.15964,5.43463e-20
0.0472662,42.5241,-1.0946,-2.02714e-20,43.1655,-1.13056,2.41745e-20
0.0500679,42.5733,-1.06434,1.10748e-19,43.2145,-1.09807,-9.76843e-21
0.05307,42.6207,-1.03016,7.83301e-20,43.2613,-1.06188,-5.70982e-20
0.0562894,42.6664,-0.991771,-6.05027e-20,43.3065,-1.02169,1.69486e-20
0.0597436,42.7107,-0.94898,-1.43442e-20,43.3503,-0.977343,-6.40297e-20
0.0634517,42.7543,-0.901488,-1.33762e-20,43.3933,-0.928543,-4.5371e-20
0.0674339,42.797,-0.849045,7.62875e-21,43.4354,-0.875066,9.12887e-20
0.0717118,42.8365,-0.791017,8.89859e-21,43.4742,-0.816221,4.01887e-20
0.0763087,42.8676,-0.727433,4.14105e-22,43.5028,-0.751986,1.55428e-21
0.0812495,42.8723,-0.655588,2.15505e-20,43.4989,-0.679108,2.81578e-20
0.0865609,42.7935,-0.57526,2.10674e-20,43.3907,-0.596992,3.49181e-20
0.0922714,42.4551,-0.488124,-5.51694e-20,42.9575,-0.505861,-9.04439e-20
0.0960782,41.7437,-0.406483,-2.94792e-20,42.0571,-0.417419,-5.09038e-20
0.0992295,40.6967,-0.337573,9.4927e-22,40.7279,-0.34078,-1.90298e-21
0.101838,39.5027,-0.282321,1.37439e-20,39.1906,-0.278245,2.57731e-20
0.103998,38.3597,-0.239022,2.03967e-20,37.6883,-0.227882,3.60628e-20
0.105786,37.3357,-0.204405,-1.71155e-20,36.3144,-0.186398,-2.8538e-20
0.107266,36.4161,-0.175805,-8.23818e-21,35.0607,-0.151596,-1.70798e-20
0.108492,35.5711,-0.151787,3.09081e-20,33.8961,-0.122272,5.30509e-20
0.109506,34.7748,-0.131483,3.45148e-20,32.7961,-0.0976974,6.146e-20
0.110346,34.0053,-0.114255,1.18561e-20,31.7459,-0.0773407,1.90786e-20
0.111042,33.248,-0.0996152,-1.76923e-21,30.7345,-0.0607004,-2.73237e-21
0.111618,32.4944,-0.0871563,-7.76504e-21,29.7526,-0.0472598,-1.29429e-20
0.112095,31.7329,-0.0764198,1.00437e-20,28.7944,-0.0365334,1.67542e-20
0.11249,30.943,-0.0669299,-1.63194e-20,27.8553,-0.0280782,-2.57616e-20
0.112817,30.1025,-0.0583471,-4.75034e-21,26.9295,-0.0214777,-8.46632e-21
0.113087,29.1917,-0.0504991,3.23868e-21,26.0097,-0.016366,5.75075e-21
0.113312,28.1877,-0.0433027,-7.96978e-21,25.0868,-0.0124303,-1.09798e-20
0.113497,27.0551,-0.0366932,1.52273e-21,24.1498,-0.00941086,1.9508e-21
0.113651,25.7433,-0.0305833,-2.67352e-22,23.1848,-0.00709739,-1.71511e-22
0.113779,24.2038,-0.0249009,1.2227e-20,22.1741,-0.00532372,1.3294e-20
0.113884,22.4317,-0.019664,-5.57344e-21,21.0945,-0.00396089,-6.3157e-21
0.113971,20.4762,-0.014973,-1.53795e-20,19.9134,-0.00291062,-1.66896e-20
0.114044,18.3912,-0.0109308,-1.09661e-21,18.5832,-0.00210016,-1.77631e-21
0.114104,16.1945,-0.00759191,1.1433e-21,17.027,-0.00147318,2.76618e-21
0.114154,13.8751,-0.00497023,8.20444e-21,15.1181,-0.000988132,1.298e-20
0.114195,11.4117,-0.00304417,3.76571e-22,12.6645,-0.000608707,2.20293e-22
0.114229,8.78543,-0.00173288,-4.19502e-21,9.53588,-0.000324034,-9.93997e-21
0.114257,5.97856,-0.00086367,-1.77027e-21,6.05214,-0.000141614,-4.74432e-21
0.114281,3.03493,-0.000282648,1.33824e-21,2.82239,-4.50149e-05,2.53998e-21
0.1143,0,0,0,0,0,0
